node_type_id pop_name morphology model_template model_type model_processing dynamics_params
100 e23Cux2 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc ctdb:Biophys1.hoc biophysical aibs_perisomatic 487661754_fit.json
