edge_type_id target_query source_query target_sections syn_weight dynamics_params delay model_template distance_range
194 node_type_id=='480116737' * "[""basal"", ""apical""]" 4.836087944020001e-07 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
195 node_type_id=='480169178' * "[""basal"", ""apical""]" 3.4217696507e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
196 node_type_id=='480351780' * "[""basal"", ""apical""]" 9.9925332695e-07 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
197 node_type_id=='480353286' * "[""basal"", ""apical""]" 5.61744545055e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
198 node_type_id=='466632464' * "[""basal"", ""apical""]" 3.00007716018e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
199 node_type_id=='471410185' * "[""basal"", ""apical""]" 1.9043599696400002e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
200 node_type_id=='471786879' * "[""basal"", ""apical""]" 3.1860339713e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
201 node_type_id=='471789504' * "[""basal"", ""apical""]" 1.1479310747399999e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
202 node_type_id=='471819401' * "[""basal"", ""apical""]" 3.75831130288e-06 AMPA_ExcToExc.json 1.7 exp2syn "[0.0, 150.0]"
203 node_type_id=='478110866' * "[""somatic"", ""basal""]" 4.90650056929e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
204 node_type_id=='481001895' * "[""somatic"", ""basal""]" 1.6919188933e-06 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
205 node_type_id=='481136138' * "[""somatic"", ""basal""]" 2.69561307658e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
206 node_type_id=='482644550' * "[""somatic"", ""basal""]" 4.90650056929e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
207 node_type_id=='327962063' * "[""somatic"", ""basal""]" 6.94902295355e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
208 node_type_id=='464188580' * "[""somatic"", ""basal""]" 0.00026667169313299995 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
209 node_type_id=='469753383' * "[""somatic"", ""basal""]" 0.000445781827203 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
210 node_type_id=='473943881' * "[""somatic"", ""basal""]" 0.00049789180971 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
211 node_type_id=='474267418' * "[""somatic"", ""basal""]" 7.47840660728e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
212 node_type_id=='475622680' * "[""somatic"", ""basal""]" 6.25080767033e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
213 node_type_id=='475622793' * "[""somatic"", ""basal""]" 0.000240252609232 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
214 node_type_id=='479220013' * "[""somatic"", ""basal""]" 0.000622934000301 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
215 node_type_id=='324493977' * "[""somatic"", ""basal""]" 0.000189571632138 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
216 node_type_id=='473540161' * "[""somatic"", ""basal""]" 6.44995619565e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
217 node_type_id=='475068599' * "[""somatic"", ""basal""]" 0.000130733654373 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
218 node_type_id=='476686112' * "[""somatic"", ""basal""]" 5.33194772079e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
219 node_type_id=='478110866' * "[""somatic"", ""basal""]" 5.02902030052e-07 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
220 node_type_id=='481001895' * "[""somatic"", ""basal""]" 7.255974158e-07 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
221 node_type_id=='481136138' * "[""somatic"", ""basal""]" 7.674890601219997e-06 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
222 node_type_id=='482644550' * "[""somatic"", ""basal""]" 3.44570539341e-06 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
223 node_type_id=='313862306' * "[""somatic"", ""basal""]" 1.60654763925e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
224 node_type_id=='323452196' * "[""somatic"", ""basal""]" 0.00027790270035600004 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
225 node_type_id=='473564515' * "[""somatic"", ""basal""]" 0.00016480367209 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
226 node_type_id=='476104386' * "[""somatic"", ""basal""]" 4.12880409602e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
227 node_type_id=='476754635' * "[""somatic"", ""basal""]" 2.38618292655e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
228 node_type_id=='323475862' * "[""somatic"", ""basal""]" 6.251492472899999e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
229 node_type_id=='324266189' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
230 node_type_id=='324466858' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
231 node_type_id=='464198958' * "[""somatic"", ""basal""]" 3.97180090017e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
232 node_type_id=='464212183' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
233 node_type_id=='466664172' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
234 node_type_id=='473543792' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
235 node_type_id=='475057898' * "[""somatic"", ""basal""]" 0.000402366989674 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
236 node_type_id=='475517090' * "[""somatic"", ""basal""]" 1.53719839271e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
237 node_type_id=='478396248' * "[""somatic"", ""basal""]" 3.38843435573e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
238 node_type_id=='482690728' * "[""somatic"", ""basal""]" 2.66028711514e-05 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
239 node_type_id=='475585413' * "[""somatic"", ""basal""]" 0.00023428070968 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
240 node_type_id=='478107198' * "[""somatic"", ""basal""]" 0.000294566060122 AMPA_ExcToInh.json 1.7 exp2syn "[0.0, 1e+20]"
241 node_type_id=='100000101' * NULL 0.00011370086543200004 instanteneousExc.json 1.7 NULL NULL
242 node_type_id=='100000102' * NULL 3.57389460956e-05 instanteneousExc.json 1.7 NULL NULL
243 node_type_id=='100000103' * NULL 3.08591847924e-05 instanteneousExc.json 1.7 NULL NULL
244 node_type_id=='100000104' * NULL 4.17038129696e-05 instanteneousExc.json 1.7 NULL NULL
245 node_type_id=='100000105' * NULL 0.000228971696428 instanteneousExc.json 1.7 NULL NULL
246 node_type_id=='100000110' * NULL 7.12400071838e-05 instanteneousExc.json 1.7 NULL NULL
247 node_type_id=='100000111' * NULL 2.87055018634e-05 instanteneousExc.json 1.7 NULL NULL
248 node_type_id=='100000112' * NULL 9.1594520656e-06 instanteneousExc.json 1.7 NULL NULL
249 node_type_id=='100000108' * NULL 5.88819972698e-05 instanteneousExc.json 1.7 NULL NULL
250 node_type_id=='100000114' * NULL 0.00030065204862 instanteneousExc.json 1.7 NULL NULL
251 node_type_id=='100000115' * NULL 0.000167082839483 instanteneousExc.json 1.7 NULL NULL
252 node_type_id=='100000116' * NULL 5.02836778418e-05 instanteneousExc.json 1.7 NULL NULL
253 node_type_id=='100000119' * NULL 0.000174660604852 instanteneousExc.json 1.7 NULL NULL
254 node_type_id=='100000121' * NULL 0.00012577956139 instanteneousExc.json 1.7 NULL NULL
255 node_type_id=='100000106' * NULL 0.000119237777039 instanteneousExc.json 1.7 NULL NULL
256 node_type_id=='100000107' * NULL 0.000275094735746 instanteneousExc.json 1.7 NULL NULL
257 node_type_id=='100000113' * NULL 0.00029195035382200004 instanteneousExc.json 1.7 NULL NULL
258 node_type_id=='100000109' * NULL 0.00012224801068500002 instanteneousExc.json 1.7 NULL NULL
259 node_type_id=='100000120' * NULL 0.00019334279733000009 instanteneousExc.json 1.7 NULL NULL
260 node_type_id=='100000118' * NULL 0.00018161753256 instanteneousExc.json 1.7 NULL NULL
261 node_type_id=='100000117' * NULL 0.00030276355946 instanteneousExc.json 1.7 NULL NULL
