edge_type_id target_query source_query weight_function syn_weight target_sections weight_sigma dynamics_params delay model_template distance_range
1518 node_type_id=='324025371' pop_name=='LIFe4Rorb' DirectionRule_EE 0.000306787809874 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1519 node_type_id=='329550137' pop_name=='e4Rorb' DirectionRule_EE 0.00039656748036000016 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1520 node_type_id=='329550137' pop_name=='LIFe4Rorb' DirectionRule_EE 0.00039656748036000016 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1521 node_type_id=='473020156' pop_name=='e4Rorb' DirectionRule_EE 0.000313298744574 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1522 node_type_id=='473020156' pop_name=='LIFe4Rorb' DirectionRule_EE 0.000313298744574 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1523 node_type_id=='476616076' pop_name=='e4Rorb' DirectionRule_EE 0.000380338341921 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1524 node_type_id=='476616076' pop_name=='LIFe4Rorb' DirectionRule_EE 0.000380338341921 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1525 node_type_id=='479179020' pop_name=='e4Rorb' DirectionRule_EE 0.00055060337613 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1526 node_type_id=='480087928' pop_name=='e4Rorb' DirectionRule_EE 0.000312124953988 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1527 node_type_id=='480087928' pop_name=='LIFe4Rorb' DirectionRule_EE 0.000312124953988 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1528 node_type_id=='480124551' pop_name=='e4Rorb' DirectionRule_EE 0.00029716033396700003 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1529 node_type_id=='480124551' pop_name=='LIFe4Rorb' DirectionRule_EE 0.00029716033396700003 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1530 node_type_id=='484679812' pop_name=='e4Rorb' DirectionRule_EE 0.000668002438966 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1531 node_type_id=='485836906' pop_name=='e4Rorb' DirectionRule_EE 0.00043791682220999995 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1532 node_type_id=='485836906' pop_name=='LIFe4Rorb' DirectionRule_EE 0.00043791682220999995 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1533 node_type_id=='486502127' pop_name=='e4Rorb' DirectionRule_EE 0.00027283224341900005 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1534 node_type_id=='486502127' pop_name=='LIFe4Rorb' DirectionRule_EE 0.00027283224341900005 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1535 node_type_id=='327962063' pop_name=='LIFe4Rorb' DirectionRule_others 0.000467628202858 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1536 node_type_id=='469753383' pop_name=='LIFe4Rorb' DirectionRule_others 0.000480151116866 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1537 node_type_id=='473943881' pop_name=='e4Rorb' DirectionRule_others 0.000680787925839 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1538 node_type_id=='474267418' pop_name=='LIFe4Rorb' DirectionRule_others 0.000181197413839 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1539 node_type_id=='475622680' pop_name=='LIFe4Rorb' DirectionRule_others 0.00047587980586699994 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1540 node_type_id=='475622793' pop_name=='LIFe4Rorb' DirectionRule_others 0.0006408572476970001 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1541 node_type_id=='314642645' pop_name=='i4Htr3a' DirectionRule_others 3.85268601666e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1542 node_type_id=='324025371' pop_name=='i4Htr3a' DirectionRule_others 5.1674649353999994e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1543 node_type_id=='329550137' pop_name=='i4Htr3a' DirectionRule_others 0.000106616291476 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1544 node_type_id=='473020156' pop_name=='i4Htr3a' DirectionRule_others 7.180475092199999e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1545 node_type_id=='476616076' pop_name=='i4Htr3a' DirectionRule_others 0.000103855384954 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1546 node_type_id=='479179020' pop_name=='i4Htr3a' DirectionRule_others 9.42243435975e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1547 node_type_id=='480087928' pop_name=='i4Htr3a' DirectionRule_others 4.34745057339e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1548 node_type_id=='480124551' pop_name=='i4Htr3a' DirectionRule_others 5.92422684645e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1549 node_type_id=='484679812' pop_name=='i4Htr3a' DirectionRule_others 0.00024937266732 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1550 node_type_id=='485836906' pop_name=='i4Htr3a' DirectionRule_others 6.615767400899999e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1551 node_type_id=='486502127' pop_name=='i4Htr3a' DirectionRule_others 4.79245586861e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1552 node_type_id=='473943881' pop_name=='i4Htr3a' DirectionRule_others 0.000178549430813 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1553 node_type_id=='314642645' pop_name=='i4Sst' DirectionRule_others 4.27404797454e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1554 node_type_id=='324025371' pop_name=='i4Sst' DirectionRule_others 5.1712625514e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1555 node_type_id=='329550137' pop_name=='i4Sst' DirectionRule_others 0.000119186795963 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1556 node_type_id=='473020156' pop_name=='i4Sst' DirectionRule_others 7.32498200275e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1557 node_type_id=='476616076' pop_name=='i4Sst' DirectionRule_others 0.000113739002576 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1558 node_type_id=='479179020' pop_name=='i4Sst' DirectionRule_others 0.00013429489119699998 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1559 node_type_id=='480087928' pop_name=='i4Sst' DirectionRule_others 4.45677633137e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1560 node_type_id=='480124551' pop_name=='i4Sst' DirectionRule_others 6.909381165999999e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1561 node_type_id=='484679812' pop_name=='i4Sst' DirectionRule_others 0.000299955730162 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1562 node_type_id=='485836906' pop_name=='i4Sst' DirectionRule_others 7.31523367375e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1563 node_type_id=='486502127' pop_name=='i4Sst' DirectionRule_others 5.39508714225e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1564 node_type_id=='473943881' pop_name=='i4Sst' DirectionRule_others 0.000258663285219 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 1e+20]"
1565 node_type_id=='314642645' pop_name=='e4Nr5a1' DirectionRule_EE 0.000262194274634 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1566 node_type_id=='324025371' pop_name=='e4Nr5a1' DirectionRule_EE 0.000306787809874 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1567 node_type_id=='329550137' pop_name=='e4Nr5a1' DirectionRule_EE 0.00039656748036000016 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1568 node_type_id=='473020156' pop_name=='e4Nr5a1' DirectionRule_EE 0.000313298744574 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1569 node_type_id=='476616076' pop_name=='e4Nr5a1' DirectionRule_EE 0.000380338341921 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1570 node_type_id=='479179020' pop_name=='e4Nr5a1' DirectionRule_EE 0.00055060337613 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1571 node_type_id=='480087928' pop_name=='e4Nr5a1' DirectionRule_EE 0.000312124953988 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1572 node_type_id=='480124551' pop_name=='e4Nr5a1' DirectionRule_EE 0.00029716033396700003 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1573 node_type_id=='484679812' pop_name=='e4Nr5a1' DirectionRule_EE 0.000668002438966 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1574 node_type_id=='485836906' pop_name=='e4Nr5a1' DirectionRule_EE 0.00043791682220999995 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1575 node_type_id=='486502127' pop_name=='e4Nr5a1' DirectionRule_EE 0.00027283224341900005 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 1.3 exp2syn "[0.0, 200.0]"
1576 node_type_id=='473943881' pop_name=='e4Nr5a1' DirectionRule_others 0.000680787925839 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1577 node_type_id=='314642645' pop_name=='e5noRbp4' DirectionRule_EE 8.23835252411e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1578 node_type_id=='324025371' pop_name=='e5noRbp4' DirectionRule_EE 9.72515436006e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1579 node_type_id=='329550137' pop_name=='e5noRbp4' DirectionRule_EE 0.00012427523477 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1580 node_type_id=='473020156' pop_name=='e5noRbp4' DirectionRule_EE 9.93301678637e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1581 node_type_id=='476616076' pop_name=='e5noRbp4' DirectionRule_EE 0.000120807091198 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1582 node_type_id=='480087928' pop_name=='e5noRbp4' DirectionRule_EE 9.9502824329e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1583 node_type_id=='480124551' pop_name=='e5noRbp4' DirectionRule_EE 9.405e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1584 node_type_id=='484679812' pop_name=='e5noRbp4' DirectionRule_EE 0.000213261822004 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1585 node_type_id=='485836906' pop_name=='e5noRbp4' DirectionRule_EE 0.000136756528489 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1586 node_type_id=='486502127' pop_name=='e5noRbp4' DirectionRule_EE 8.53081484014e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1587 node_type_id=='473943881' pop_name=='e5noRbp4' DirectionRule_others 0.000226929308613 "[""somatic"", ""basal""]" 90.0 AMPA_ExcToInh.json 1.5 exp2syn "[0.0, 1e+20]"
1588 node_type_id=='314642645' pop_name=='LIFi23Htr3a' DirectionRule_others 0.0 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1589 node_type_id=='485836906' pop_name=='LIFi23Htr3a' DirectionRule_others 0.0 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1590 node_type_id=='327962063' pop_name=='LIFi23Htr3a' DirectionRule_others 0.0 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1591 node_type_id=='475622793' pop_name=='LIFi23Htr3a' DirectionRule_others 0.0 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1592 node_type_id=='314642645' pop_name=='i23Htr3a' DirectionRule_others 1.18544185128e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1593 node_type_id=='314642645' pop_name=='e4Rorb' DirectionRule_EE 1.18544185128e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1594 node_type_id=='324025371' pop_name=='i23Htr3a' DirectionRule_others 1.58998921088e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1595 node_type_id=='324025371' pop_name=='e4Rorb' DirectionRule_EE 1.58998921088e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1596 node_type_id=='329550137' pop_name=='i23Htr3a' DirectionRule_others 3.28050127619e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1597 node_type_id=='329550137' pop_name=='e4Rorb' DirectionRule_EE 3.28050127619e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1598 node_type_id=='473020156' pop_name=='i23Htr3a' DirectionRule_others 2.20937695145e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1599 node_type_id=='473020156' pop_name=='e4Rorb' DirectionRule_EE 2.20937695145e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1600 node_type_id=='476616076' pop_name=='i23Htr3a' DirectionRule_others 3.1955503063000004e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1601 node_type_id=='476616076' pop_name=='e4Rorb' DirectionRule_EE 3.1955503063000004e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1602 node_type_id=='479179020' pop_name=='i23Htr3a' DirectionRule_others 2.89921057223e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1603 node_type_id=='479179020' pop_name=='e4Rorb' DirectionRule_EE 2.89921057223e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1604 node_type_id=='480087928' pop_name=='i23Htr3a' DirectionRule_others 1.3376770995e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1605 node_type_id=='480087928' pop_name=='e4Rorb' DirectionRule_EE 1.3376770995e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1606 node_type_id=='480124551' pop_name=='i23Htr3a' DirectionRule_others 1.82283902968e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1607 node_type_id=='480124551' pop_name=='e4Rorb' DirectionRule_EE 1.82283902968e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1608 node_type_id=='484679812' pop_name=='i23Htr3a' DirectionRule_others 7.6730051483e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1609 node_type_id=='484679812' pop_name=='e4Rorb' DirectionRule_EE 7.6730051483e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1610 node_type_id=='485836906' pop_name=='i23Htr3a' DirectionRule_others 2.03562073874e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1611 node_type_id=='485836906' pop_name=='e4Rorb' DirectionRule_EE 2.03562073874e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1612 node_type_id=='486502127' pop_name=='i23Htr3a' DirectionRule_others 1.47460180572e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1613 node_type_id=='486502127' pop_name=='e4Rorb' DirectionRule_EE 1.47460180572e-05 "[""basal"", ""apical""]" 30.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1614 node_type_id=='473943881' pop_name=='i23Htr3a' DirectionRule_others 0.000178549430813 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1615 node_type_id=='473943881' pop_name=='e4Rorb' DirectionRule_others 0.000178549430813 "[""basal""]" 90.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1616 node_type_id=='314642645' pop_name=='i23Sst' DirectionRule_others 1.36274767996e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1617 node_type_id=='324025371' pop_name=='i23Sst' DirectionRule_others 1.64682018206e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1618 node_type_id=='329550137' pop_name=='i23Sst' DirectionRule_others 3.80237346846e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1619 node_type_id=='473020156' pop_name=='i23Sst' DirectionRule_others 2.33347362825e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1620 node_type_id=='476616076' pop_name=='i23Sst' DirectionRule_others 3.62324195727e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1621 node_type_id=='479179020' pop_name=='i23Sst' DirectionRule_others 4.28599244413e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1622 node_type_id=='480087928' pop_name=='i23Sst' DirectionRule_others 1.41836661896e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1623 node_type_id=='480124551' pop_name=='i23Sst' DirectionRule_others 2.20220305032e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1624 node_type_id=='484679812' pop_name=='i23Sst' DirectionRule_others 9.56386025155e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1625 node_type_id=='485836906' pop_name=='i23Sst' DirectionRule_others 2.33023763101e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1626 node_type_id=='486502127' pop_name=='i23Sst' DirectionRule_others 1.72018248978e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1627 node_type_id=='473943881' pop_name=='i23Sst' DirectionRule_others 0.000258663285219 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 1e+20]"
1628 node_type_id=='314642645' pop_name=='i5Htr3a' DirectionRule_others 1.18544185128e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1629 node_type_id=='314642645' pop_name=='LIFi23Htr3a' DirectionRule_others 1.18544185128e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1630 node_type_id=='324025371' pop_name=='i5Htr3a' DirectionRule_others 1.58998921088e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1631 node_type_id=='324025371' pop_name=='LIFi23Htr3a' DirectionRule_others 1.58998921088e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1632 node_type_id=='329550137' pop_name=='i5Htr3a' DirectionRule_others 3.28050127619e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1633 node_type_id=='473020156' pop_name=='i5Htr3a' DirectionRule_others 2.20937695145e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1634 node_type_id=='476616076' pop_name=='i5Htr3a' DirectionRule_others 3.1955503063000004e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1635 node_type_id=='479179020' pop_name=='i5Htr3a' DirectionRule_others 2.89921057223e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1636 node_type_id=='480087928' pop_name=='i5Htr3a' DirectionRule_others 1.3376770995e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1637 node_type_id=='480087928' pop_name=='LIFi23Htr3a' DirectionRule_others 1.3376770995e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1638 node_type_id=='480124551' pop_name=='i5Htr3a' DirectionRule_others 1.82283902968e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1639 node_type_id=='484679812' pop_name=='i5Htr3a' DirectionRule_others 7.6730051483e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1640 node_type_id=='485836906' pop_name=='i5Htr3a' DirectionRule_others 2.03562073874e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 300.0]"
1641 node_type_id=='469753383' pop_name=='LIFi23Htr3a' DirectionRule_others 0.0 "[""basal""]" 50.0 GABA_InhToInh.json 1.5 exp2syn "[50.0, 300.0]"
1642 node_type_id=='314642645' pop_name=='i5Sst' DirectionRule_others 1.26751779956e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1643 node_type_id=='324025371' pop_name=='i5Sst' DirectionRule_others 1.53555121312e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1644 node_type_id=='329550137' pop_name=='i5Sst' DirectionRule_others 3.53279601904e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1645 node_type_id=='473020156' pop_name=='i5Sst' DirectionRule_others 2.17433992508e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1646 node_type_id=='476616076' pop_name=='i5Sst' DirectionRule_others 3.37627894294e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1647 node_type_id=='479179020' pop_name=='i5Sst' DirectionRule_others 3.97908459704e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1648 node_type_id=='480087928' pop_name=='i5Sst' DirectionRule_others 1.32432494797e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1649 node_type_id=='480124551' pop_name=='i5Sst' DirectionRule_others 2.04992001919e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1650 node_type_id=='484679812' pop_name=='i5Sst' DirectionRule_others 8.8955301701e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1651 node_type_id=='485836906' pop_name=='i5Sst' DirectionRule_others 2.1715739678000007e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1652 node_type_id=='486502127' pop_name=='i5Sst' DirectionRule_others 1.59997478355e-05 "[""basal"", ""apical""]" 90.0 GABA_InhToExc.json 1.5 exp2syn "[50.0, 1e+20]"
1653 node_type_id=='314642645' pop_name=='LIFe5Rbp4' DirectionRule_EE 8.23835252411e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1654 node_type_id=='324025371' pop_name=='LIFe5Rbp4' DirectionRule_EE 9.72515436006e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1655 node_type_id=='329550137' pop_name=='LIFe5Rbp4' DirectionRule_EE 0.00012427523477 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
1656 node_type_id=='473020156' pop_name=='LIFe5Rbp4' DirectionRule_EE 9.93301678637e-05 "[""basal"", ""apical""]" 30.0 AMPA_ExcToExc.json 2.5 exp2syn "[0.0, 200.0]"
