edge_type_id target_query source_query weight_function model_template dynamics_params distance_range syn_weight delay target_sections
100 * pop_name=='tON' NULL exp2syn AMPA_ExcToExc.json "[0.0, 150.0]" 0.001 2.0 "['basal', 'apical']"
