node_type_id model_processing pop_name model_template model_type dynamics_params morphology
100 aibs_perisomatic e23Cux2 ctdb:Biophys1.hoc biophysical 487661754_fit.json Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc
