timestamps population node_ids
0.0500000001 v1 13128
5.025000000100038 v1 13128
10.000000000099966 v1 13128
14.975000000099685 v1 13128
19.9500000000994 v1 13128
24.92500000009912 v1 13128
18.100000000099502 v1 16920
0.1000000001 v1 17484
5.075000000100038 v1 17484
10.050000000099963 v1 17484
15.02500000009968 v1 17484
20.000000000099398 v1 17484
24.975000000099115 v1 17484
10.375000000099943 v1 21588
20.30000000009938 v1 21588
24.000000000099174 v1 21888
20.700000000099358 v1 28920
21.195157000000002 v1 30024
23.900000000099176 v1 30240
22.95000000009923 v1 30312
22.67500000009925 v1 30324
18.175000000099498 v1 30360
8.425000000100058 v1 30384
18.650000000099475 v1 30384
23.122488 v1 32100
22.700000000099244 v1 40152
2.0000000001 v1 48120
6.97500000010004 v1 48120
11.950000000099964 v1 48120
16.92500000009968 v1 48120
21.900000000099396 v1 48120
21.7000000000993 v1 53076
44.45000000010155 v1 12012
30.15000000009882 v1 12432
33.37500000009903 v1 12516
47.40000000010222 v1 12612
29.900000000098835 v1 13128
34.87500000009937 v1 13128
39.8500000001005 v1 13128
44.82500000010163 v1 13128
49.800000000102756 v1 13128
29.425000000098862 v1 13272
38.47500000010019 v1 13440
43.95000000010143 v1 13884
32.00000000009872 v1 14760
49.62500000010272 v1 15072
43.00000000010088 v1 15876
41.50000000010088 v1 16044
42.425000000100816 v1 16428
29.95000000009883 v1 17484
34.92500000009938 v1 17484
39.900000000100505 v1 17484
44.87500000010164 v1 17484
49.850000000102774 v1 17484
37.47500000009996 v1 21264
30.27500000009881 v1 21588
40.20000000010058 v1 21588
46.250000000101956 v1 21888
45.90000000010188 v1 24684
47.82500000010232 v1 24816
26.07500000009905 v1 25056
48.875000000102546 v1 25056
41.47500000010086 v1 25068
35.0000000000994 v1 25116
42.40000000010108 v1 25212
30.35000000009881 v1 28380
49.925000000102784 v1 28920
41.836645 v1 29676
39.80700300000001 v1 29820
39.690326000000006 v1 30012
26.622418 v1 30048
47.273284 v1 30096
29.00000000009889 v1 30204
33.100000000098966 v1 30204
32.72500000009887 v1 30240
47.97500000010235 v1 30240
32.650000000098856 v1 30312
32.350000000098795 v1 30324
43.525000000101336 v1 30324
48.55000000010247 v1 30324
45.17500000010171 v1 30336
47.37500000010221 v1 30348
27.625000000098964 v1 30360
38.02500000010009 v1 30360
42.80000000010117 v1 30360
27.575000000098967 v1 30384
38.47500000010019 v1 30384
49.925000000102784 v1 30876
37.900000000100064 v1 30900
29.100000000098877 v1 30912
27.400000000098977 v1 30924
39.80700300000001 v1 34128
37.611742 v1 34752
45.14944500000001 v1 34932
41.42500000010086 v1 36600
49.47500000010269 v1 36624
44.05000000010145 v1 40140
32.27500000009878 v1 40152
30.05000000009883 v1 40164
33.625000000099085 v1 40188
34.22500000009922 v1 40224
39.45000000010041 v1 40860
38.95000000009986 v1 41028
32.75000000009878 v1 46692
46.050000000101484 v1 47352
26.875000000099114 v1 48120
31.85000000009883 v1 48120
36.82500000009938 v1 48120
41.80000000010051 v1 48120
46.77500000010164 v1 48120
38.00000000009965 v1 49740
46.77500000010164 v1 49968
34.82500000009936 v1 52680
26.550000000099025 v1 52752
34.97500000009939 v1 52752
34.775000000099354 v1 52872
30.15000000009882 v1 53076
41.150000000100796 v1 53076
35.77500000009957 v1 53172
30.775000000098785 v1 53916
47.47500000010224 v1 53916
47.15000000010216 v1 54036
45.5500000001018 v1 54336
29.67500000009885 v1 54456
45.325000000101745 v1 54624
30.35000000009881 v1 54684
40.10000000010056 v1 54960
48.55000000010247 v1 54960
47.662195000000004 v1 55620
48.50000000010176 v1 56064
38.12981500000001 v1 56124
43.64223000000001 v1 56220
49.55000000010271 v1 56400
70.30000000010742 v1 12432
54.775000000103894 v1 13128
59.750000000105025 v1 13128
64.72500000010615 v1 13128
69.70000000010728 v1 13128
74.6750000001084 v1 13128
53.00000000010349 v1 13272
60.55000000010521 v1 13440
57.15000000010443 v1 14760
62.0000000001052 v1 15876
64.57500000010612 v1 16044
54.825000000103906 v1 17484
59.80000000010504 v1 17484
64.77500000010615 v1 17484
69.75000000010729 v1 17484
74.72500000010842 v1 17484
69.45000000010722 v1 21264
50.175000000102855 v1 21588
60.150000000105116 v1 21588
70.15000000010738 v1 21588
68.12500000010692 v1 25104
73.05000000010806 v1 25116
53.78306 v1 29340
73.41768799999998 v1 29448
52.22303 v1 29460
61.190081000000006 v1 29496
61.190081000000006 v1 29832
52.625000000103405 v1 30204
68.0250000001069 v1 30240
73.00000000010803 v1 30252
59.02500000010485 v1 30312
73.35000000010811 v1 30324
58.87500000010482 v1 30348
67.82500000010685 v1 30348
58.425000000104724 v1 30360
72.20000000010783 v1 30360
53.9250000001037 v1 30384
63.07500000010578 v1 30384
50.350000000102895 v1 30888
58.27500000010468 v1 30960
69.924751 v1 31440
69.92632900000001 v1 31836
58.396424 v1 33000
64.686768 v1 33180
69.924084 v1 35268
69.761157 v1 35316
66.872221 v1 39912
52.750000000103434 v1 40140
68.62500000010704 v1 40140
55.17500000010399 v1 40152
74.07500000010828 v1 40152
54.425000000103815 v1 40164
59.70000000010501 v1 40188
67.82500000010685 v1 40212
51.52500000010316 v1 40224
61.32500000010538 v1 40224
51.65000000010284 v1 40668
73.37500000010813 v1 40800
70.12500000010738 v1 40860
56.825000000103934 v1 41028
52.05000000010284 v1 43140
52.55000000010296 v1 43320
51.75000000010278 v1 48120
56.725000000103904 v1 48120
61.700000000105035 v1 48120
66.67500000010617 v1 48120
71.6500000001073 v1 48120
54.42500000010338 v1 49956
53.675000000103644 v1 52752
54.45000000010382 v1 53076
68.75000000010706 v1 53076
56.87500000010437 v1 53568
74.70000000010842 v1 53916
50.725000000102966 v1 54168
68.42500000010699 v1 54168
52.450000000103365 v1 54252
65.90000000010642 v1 54600
72.32500000010788 v1 54600
56.52500000010429 v1 54624
53.32500000010357 v1 54960
58.7500000001048 v1 54960
71.35000000010766 v1 55128
57.47446800000001 v1 55872
56.99739200000001 v1 56172
73.13728499999999 v1 56184
62.10000000010556 v1 57468
71.02500000010757 v1 57468
96.315159 v1 636
99.6750000001141 v1 12012
94.825000000113 v1 12432
92.6500000001125 v1 12516
98.25000000011377 v1 12612
79.65000000010954 v1 13128
84.62500000011067 v1 13128
89.60000000011179 v1 13128
94.57500000011294 v1 13128
99.55000000011408 v1 13128
77.77500000010913 v1 13272
93.0750000001126 v1 13884
94.55000000011292 v1 14064
94.35000000011287 v1 14760
86.3000000001107 v1 15876
84.92500000011073 v1 16044
95.40000000011312 v1 16188
95.950000000113 v1 16572
79.70000000010955 v1 17484
84.67500000011069 v1 17484
89.6500000001118 v1 17484
94.62500000011295 v1 17484
99.60000000011408 v1 17484
99.45000000011404 v1 18828
93.765216 v1 19524
97.08176800000004 v1 19668
91.67500000011229 v1 21264
80.05000000010962 v1 21588
89.97500000011189 v1 21588
99.95000000011416 v1 21588
97.619476 v1 24252
75.82500000010867 v1 25056
83.25000000011036 v1 25068
79.52500000010951 v1 25212
96.315159 v1 26688
92.2750000001124 v1 28200
84.8000000001107 v1 28920
90.14875 v1 29340
96.315159 v1 29340
95.762097 v1 29364
90.294498 v1 29376
95.323367 v1 29508
96.315159 v1 29616
90.485417 v1 29892
83.94196099999999 v1 30012
95.298517 v1 30084
87.90000000011143 v1 30204
85.05000000011077 v1 30216
84.42500000011063 v1 30240
98.25000000011377 v1 30240
95.65000000011318 v1 30264
81.37500000010994 v1 30312
94.50000000011292 v1 30312
80.27500000010969 v1 30324
88.50000000011156 v1 30324
97.77500000011366 v1 30324
82.5500000001102 v1 30348
82.92500000011029 v1 30360
83.52500000011042 v1 30384
85.47500000011087 v1 30408
81.32500000010958 v1 30864
85.975000000111 v1 30900
84.70000000011068 v1 30960
99.905193 v1 31392
92.079829 v1 31452
96.315159 v1 31752
93.765216 v1 31764
90.451479 v1 32028
96.315159 v1 32304
85.40447800000003 v1 32472
94.291076 v1 33084
91.680532 v1 33768
98.58176800000004 v1 34104
89.732831 v1 34224
95.126088 v1 34476
96.315159 v1 34752
90.079829 v1 34788
90.93741 v1 34872
90.93741 v1 34884
88.30147200000002 v1 35004
95.126088 v1 35544
83.92309200000003 v1 35568
94.243443 v1 35880
96.315159 v1 35964
95.105572 v1 36000
76.014988 v1 36072
92.769543 v1 36096
91.382006 v1 36180
77.10000000010896 v1 39252
94.362856 v1 39636
93.853171 v1 39828
99.542169 v1 39864
90.14875 v1 40068
77.85000000010913 v1 40140
92.75000000011252 v1 40140
89.1750000001117 v1 40152
77.30000000010901 v1 40164
94.25000000011286 v1 40164
96.5750000001134 v1 40188
97.82500000011368 v1 40860
99.3500000001136 v1 41280
94.527478 v1 41520
81.82500000010961 v1 43140
95.528333 v1 46464
76.62500000010843 v1 48120
81.60000000010956 v1 48120
86.57500000011068 v1 48120
91.55000000011181 v1 48120
96.52500000011295 v1 48120
79.95000000010918 v1 48324
95.334228 v1 48624
97.251246 v1 49488
81.95000000010964 v1 51312
81.00000000010985 v1 53076
94.50000000011292 v1 53076
98.15000000011378 v1 53088
91.20000000011215 v1 53172
80.90000000010983 v1 53316
93.25000000011265 v1 53916
81.00000000010985 v1 53952
88.77500000011162 v1 54168
94.12500000011283 v1 54600
85.05000000011077 v1 54624
90.22500000011196 v1 54960
99.52500000011406 v1 54960
93.605572 v1 55440
90.14875 v1 55740
83.94196099999999 v1 55908
96.315159 v1 55944
95.762097 v1 55968
92.370653 v1 56184
91.00000000011214 v1 56400
89.22500000011172 v1 57468
109.83265300000001 v1 804
118.667638 v1 4164
106.88936499999998 v1 6324
120.516328 v1 7056
110.731117 v1 8592
109.711581 v1 9528
120.516328 v1 10092
107.450769 v1 11568
124.67500000011978 v1 12432
122.30000000011923 v1 12516
104.5250000001152 v1 13128
109.50000000011632 v1 13128
114.47500000011746 v1 13128
119.45000000011859 v1 13128
124.42500000011972 v1 13128
108.8500000001162 v1 13272
100.75000000011434 v1 13440
118.07500000011828 v1 13752
100.5500000001143 v1 13860
116.37500000011757 v1 15876
112.95000000011713 v1 16044
101.8500000001143 v1 16428
101.55000000011422 v1 16464
120.82500000011864 v1 16572
104.57500000011521 v1 17484
109.55000000011634 v1 17484
114.52500000011749 v1 17484
119.5000000001186 v1 17484
124.47500000011972 v1 17484
118.80979199999999 v1 19032
109.7750000001164 v1 21552
109.90000000011642 v1 21588
119.9000000001187 v1 21588
102.00000000011462 v1 21744
101.0250000001144 v1 21756
107.70000000011593 v1 24576
106.87500000011572 v1 24816
102.15000000011464 v1 25056
113.2750000001172 v1 25068
109.3500000001163 v1 25104
108.57500000011612 v1 25116
104.5500000001152 v1 25212
102.65000000011476 v1 25260
122.60000000011931 v1 28920
118.328825 v1 29340
103.260062 v1 29460
102.07864000000002 v1 29532
120.10549499999999 v1 29700
111.053136 v1 29712
121.70000000011885 v1 29820
103.531688 v1 29832
120.910968 v1 29904
103.531688 v1 29916
111.415155 v1 29940
123.355787 v1 29976
116.2715 v1 29988
101.920977 v1 30048
102.3500000001147 v1 30204
111.1500000001167 v1 30216
123.82500000011959 v1 30240
109.10000000011624 v1 30252
102.27500000011469 v1 30312
123.07500000011942 v1 30324
112.72500000011705 v1 30348
102.97500000011485 v1 30360
121.00000000011894 v1 30360
111.72500000011685 v1 30384
115.72500000011776 v1 30960
116.581632 v1 31056
121.78718700000002 v1 31368
119.331509 v1 31452
108.75582299999999 v1 31488
109.05763899999998 v1 31596
108.36096299999998 v1 31608
117.51234399999998 v1 31644
104.14081999999999 v1 32196
118.905495 v1 32496
106.836576 v1 32544
117.965352 v1 32844
108.888293 v1 33288
103.531688 v1 34032
114.666421 v1 34128
124.309595 v1 34260
124.309595 v1 34512
119.73236399999999 v1 34608
116.865793 v1 34836
118.876223 v1 34968
103.531688 v1 35316
116.865793 v1 35412
119.404934 v1 35544
100.39384100000002 v1 35628
103.531688 v1 35868
103.531688 v1 35892
102.07864000000002 v1 35988
119.849744 v1 36072
124.7250000001198 v1 36852
124.22500000011969 v1 36948
102.55000000011476 v1 39312
102.022642 v1 39540
114.666421 v1 39780
118.30146299999998 v1 39804
106.55000000011542 v1 39816
124.837021 v1 39852
103.64528299999998 v1 39900
107.864974 v1 39912
106.68329 v1 40020
108.36096299999998 v1 40044
110.07500000011645 v1 40128
107.20000000011579 v1 40140
122.05000000011918 v1 40140
103.25000000011492 v1 40152
103.40000000011494 v1 40224
106.37500000011528 v1 40668
103.27500000011491 v1 40800
124.210968 v1 40932
121.131509 v1 41664
106.56006200000002 v1 41760
101.35000000011404 v1 42372
101.67500000011411 v1 43140
111.67500000011641 v1 46524
123.50397199999999 v1 47016
101.50000000011408 v1 48120
106.47500000011522 v1 48120
111.45000000011636 v1 48120
116.4500000001175 v1 48120
121.42500000011862 v1 48120
105.06006200000002 v1 48564
105.54528299999998 v1 50160
105.33168799999999 v1 51408
105.17500000011536 v1 52212
117.40000000011813 v1 52752
102.02500000011463 v1 52860
106.67500000011569 v1 53076
120.35000000011878 v1 53076
103.92500000011508 v1 53316
