node_type_id dynamics_params model_template morphology pop_name model_type model_processing
100 487661754_fit.json ctdb:Biophys1.hoc Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc e23Cux2 biophysical aibs_perisomatic
