node_type_id model_processing model_type dynamics_params morphology model_template pop_name
100 aibs_perisomatic biophysical 487661754_fit.json Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc ctdb:Biophys1.hoc e23Cux2
