node_type_id dynamics_params model_processing morphology model_template pop_name model_type
100 487661754_fit.json aibs_perisomatic Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc ctdb:Biophys1.hoc e23Cux2 biophysical
