node_type_id morphology model_type pop_name model_processing dynamics_params model_template
100 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc biophysical e23Cux2 aibs_perisomatic 487661754_fit.json ctdb:Biophys1.hoc
