node_type_id morphology dynamics_params pop_name model_type model_processing model_template
100 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc 487661754_fit.json e23Cux2 biophysical aibs_perisomatic ctdb:Biophys1.hoc
