node_type_id model_type dynamics_params pop_name model_processing model_template morphology
100 biophysical 487661754_fit.json e23Cux2 aibs_perisomatic ctdb:Biophys1.hoc Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc
