edge_type_id target_query source_query model_template dynamics_params weight_sigma weight_function distance_range delay syn_weight target_sections
6604 node_type_id=='469798159' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.3904471628e-05 "['basal', 'apical']"
6605 node_type_id=='476126528' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.31280645936e-05 "['basal', 'apical']"
6606 node_type_id=='476218657' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 3.12402608699e-05 "['basal', 'apical']"
6607 node_type_id=='341442651' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.00156923035195 "['somatic', 'basal']"
6609 node_type_id=='484635029' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.00139354603091 "['somatic', 'basal']"
6610 node_type_id=='488501071' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.00152597608881 "['somatic', 'basal']"
6611 node_type_id=='477135941' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.04636682529e-05 "['basal', 'apical']"
6612 node_type_id=='483061182' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 3.67934800172e-05 "['basal', 'apical']"
6614 node_type_id=='485909730' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.2882924794000003e-05 "['basal', 'apical']"
6615 node_type_id=='486146717' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.30426909085e-05 "['basal', 'apical']"
6616 node_type_id=='487601493' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.20323910662e-05 "['basal', 'apical']"
6617 node_type_id=='313861608' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000740588314363 "['somatic', 'basal']"
6618 node_type_id=='321023397' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000771493675081 "['somatic', 'basal']"
6620 node_type_id=='333785962' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000649866595165 "['somatic', 'basal']"
6621 node_type_id=='396608557' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0007970295241519 "['somatic', 'basal']"
6622 node_type_id=='469610831' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000756344211106 "['somatic', 'basal']"
6623 node_type_id=='471077857' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0014908393687 "['somatic', 'basal']"
6624 node_type_id=='471085676' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0008996468614369 "['somatic', 'basal']"
6625 node_type_id=='478793814' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000988439195858 "['somatic', 'basal']"
6628 node_type_id=='486783119' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.00083093955676 "['somatic', 'basal']"
6630 node_type_id=='333604946' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000210324975582 "['somatic', 'basal']"
6631 node_type_id=='487667205' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.000201692773907 "['somatic', 'basal']"
6632 node_type_id=='314642645' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 9.31669068259e-06 "['basal', 'apical']"
6633 node_type_id=='324025371' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.57991849649e-05 "['basal', 'apical']"
6634 node_type_id=='329550137' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.3043484499e-05 "['basal', 'apical']"
6635 node_type_id=='473020156' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.4393033653e-05 "['basal', 'apical']"
6636 node_type_id=='476616076' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 9.1515847796e-06 "['basal', 'apical']"
6637 node_type_id=='479179020' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.39482597901e-05 "['basal', 'apical']"
6638 node_type_id=='480087928' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.05109096704e-05 "['basal', 'apical']"
6639 node_type_id=='480124551' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.71873027913e-05 "['basal', 'apical']"
6641 node_type_id=='484679812' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.85521591548e-05 "['basal', 'apical']"
6642 node_type_id=='485836906' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.81782021797e-05 "['basal', 'apical']"
6643 node_type_id=='486502127' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.15434841109e-05 "['basal', 'apical']"
6644 node_type_id=='474626527' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0 "['somatic', 'basal']"
6645 node_type_id=='313862167' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0 "['somatic', 'basal']"
6646 node_type_id=='473016550' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0 "['somatic', 'basal']"
6648 node_type_id=='318733871' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.74100182066e-05 "['basal', 'apical']"
6649 node_type_id=='318808427' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.98345464907e-05 "['basal', 'apical']"
6651 node_type_id=='370351753' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.43039177133e-05 "['basal', 'apical']"
6652 node_type_id=='386049446' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.09137056492e-05 "['basal', 'apical']"
6653 node_type_id=='397351623' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.90490560747e-05 "['basal', 'apical']"
6654 node_type_id=='422738880' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.53045213302e-05 "['basal', 'apical']"
6655 node_type_id=='475459689' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 2.72114278699e-05 "['basal', 'apical']"
6656 node_type_id=='476455864' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.42523338546e-05 "['basal', 'apical']"
6657 node_type_id=='476457450' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 1.28554744689e-05 "['basal', 'apical']"
6658 node_type_id=='314804042' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.330033669499999e-05 "['basal', 'apical']"
6660 node_type_id=='314831019' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.17567957856e-05 "['basal', 'apical']"
6661 node_type_id=='320207387' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.250627986e-05 "['basal', 'apical']"
6662 node_type_id=='323865917' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.82156254716e-05 "['basal', 'apical']"
6663 node_type_id=='324025297' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.13517811278e-05 "['basal', 'apical']"
6664 node_type_id=='349621141' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.53307268726e-05 "['basal', 'apical']"
6665 node_type_id=='354190013' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.87224940266e-05 "['basal', 'apical']"
6666 node_type_id=='468120757' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.21497553086e-05 "['basal', 'apical']"
6667 node_type_id=='468193142' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.3503047537e-05 "['basal', 'apical']"
6668 node_type_id=='469793303' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.96612765796e-05 "['basal', 'apical']"
6669 node_type_id=='473601979' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.28639221558e-05 "['basal', 'apical']"
6670 node_type_id=='476048909' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.12127307086e-05 "['basal', 'apical']"
6672 node_type_id=='476131588' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.33966534146e-05 "['basal', 'apical']"
6674 node_type_id=='480116737' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.66454860796e-05 "['basal', 'apical']"
6675 node_type_id=='480169178' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 6.06306725584e-05 "['basal', 'apical']"
6676 node_type_id=='480351780' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 5.49224712148e-05 "['basal', 'apical']"
6677 node_type_id=='480353286' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.95445821348e-05 "['basal', 'apical']"
6678 node_type_id=='466632464' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.64128156705e-05 "['basal', 'apical']"
6679 node_type_id=='471410185' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.80119672931e-05 "['basal', 'apical']"
6680 node_type_id=='471786879' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.68572559003e-05 "['basal', 'apical']"
6681 node_type_id=='471789504' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.82058520915e-05 "['basal', 'apical']"
6682 node_type_id=='471819401' location=='LGN' exp2syn AMPA_ExcToExc.json nan wmax "[0.0, 150.0]" 1.7 4.85145861728e-05 "['basal', 'apical']"
6719 node_type_id=='100000101' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0106809801693 nan
6720 node_type_id=='100000102' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00721580655228 nan
6721 node_type_id=='100000103' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0209809189596 nan
6722 node_type_id=='100000104' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00144646429137 nan
6723 node_type_id=='100000105' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0115206696464 nan
6724 node_type_id=='100000110' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00165877797019 nan
6725 node_type_id=='100000111' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0079358079301099 nan
6726 node_type_id=='100000112' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00415680607561 nan
6727 node_type_id=='100000108' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0016065014887 nan
6728 node_type_id=='100000114' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0 nan
6729 node_type_id=='100000115' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0 nan
6730 node_type_id=='100000116' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0013927634897399 nan
6731 node_type_id=='100000119' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00624145577892 nan
6732 node_type_id=='100000121' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.00393372190419 nan
6739 node_type_id=='475585413' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0012715091441 "['somatic', 'basal']"
6740 node_type_id=='478107198' location=='LGN' exp2syn AMPA_ExcToInh.json nan wmax "[0.0, 1e+20]" 1.7 0.0007403804916549 "['somatic', 'basal']"
6741 node_type_id=='100000117' location=='LGN' NULL instanteneousExc.json nan wmax nan 1.7 0.0330001980077 nan
