node_type_id dynamics_params pop_name model_template morphology model_type model_processing
100 487661754_fit.json e23Cux2 ctdb:Biophys1.hoc Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc biophysical aibs_perisomatic
