edge_type_id target_query source_query syn_weight delay model_template distance_range dynamics_params target_sections
100 pop_name=='Scnn1a' pop_name=='Scnn1a' 0.0002 2.0 exp2syn "[30.0, 150.0]" AMPA_ExcToExc.json "['basal', 'apical', 'soma']"
