,0,1,2,3,4,5
0,,2.001850892221754e-255,3.44453980696451e-309,0.2457915824168933,3.6920467444766695e-280,0.0
1,,,9.953948557451099e-153,0.0,6.427483361997339e-30,1.2613547034196102e-216
2,,,,0.0,2.6664844269126424e-176,5.730807509618131e-20
3,,,,,0.0,0.0
4,,,,,,2.4145018047503236e-190
5,,,,,,
