,0,1,2,3,4,5
0,,0.0,0.0,2.9700691479741118e-74,0.0,0.0
1,,,0.0,0.0,1.68396639904409e-58,0.0
2,,,,0.0,0.0,1.1812340900552492e-56
3,,,,,0.0,0.0
4,,,,,,0.0
5,,,,,,
