node_type_id dynamics_params model_type model_processing pop_name morphology model_template
100 487661754_fit.json biophysical aibs_perisomatic e23Cux2 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc ctdb:Biophys1.hoc
