timestamps population node_ids
0.22500000010000007 v1 12156
5.20000000010004 v1 12156
10.175000000099956 v1 12156
15.17500000009967 v1 12156
20.15000000009939 v1 12156
0.07500000009999999 v1 13392
5.050000000100038 v1 13392
10.025000000099963 v1 13392
15.000000000099682 v1 13392
19.9750000000994 v1 13392
24.95000000009912 v1 13392
0.0500000001 v1 14064
5.025000000100038 v1 14064
5.400000000100043 v1 14064
10.000000000099966 v1 14064
10.375000000099943 v1 14064
14.975000000099685 v1 14064
19.9500000000994 v1 14064
24.92500000009912 v1 14064
23.506016 v1 29496
22.793075 v1 29772
11.981037 v1 29844
8.675000000100043 v1 30216
24.37500000009915 v1 30216
24.175000000099157 v1 30276
15.150000000099675 v1 30300
13.525000000099766 v1 30888
10.425000000099944 v1 40164
24.75000000009913 v1 52956
6.7000000001000615 v1 53088
15.075000000099678 v1 53088
24.55000000009914 v1 53088
32.02500000009872 v1 11988
25.12500000009911 v1 12156
30.100000000098824 v1 12156
35.07500000009941 v1 12156
40.050000000100546 v1 12156
45.02500000010168 v1 12156
36.92500000009984 v1 12540
30.600000000098795 v1 12876
42.5000000001011 v1 13044
29.925000000098834 v1 13392
34.900000000099375 v1 13392
39.875000000100506 v1 13392
44.850000000101645 v1 13392
49.825000000102776 v1 13392
29.900000000098835 v1 14064
34.87500000009937 v1 14064
39.8500000001005 v1 14064
44.82500000010163 v1 14064
49.800000000102756 v1 14064
32.57500000009885 v1 16956
43.72500000010138 v1 16956
45.05000000010168 v1 17016
37.55000000009998 v1 18696
40.3000000001006 v1 18816
40.77500000010071 v1 21780
35.32500000009947 v1 21840
40.275000000100604 v1 21840
48.00000000010235 v1 29280
35.025000000099396 v1 29304
32.406638 v1 29340
26.10703 v1 29508
26.622418 v1 29628
31.204816 v1 29700
31.956178 v1 29760
39.690326000000006 v1 29832
26.622418 v1 29952
33.100000000098966 v1 30180
32.75000000009889 v1 30216
38.77500000010026 v1 30216
47.52500000010225 v1 30216
28.62500000009891 v1 30240
28.45000000009892 v1 30252
33.47500000009905 v1 30276
48.15000000010239 v1 30276
40.000000000100535 v1 30300
34.200000000099216 v1 30324
40.525000000100654 v1 30324
48.90000000010256 v1 30324
44.60000000010157 v1 30372
28.375000000098918 v1 30408
38.30000000010015 v1 30408
48.35000000010243 v1 30888
45.47500000010179 v1 30972
47.871113 v1 34104
39.80700300000001 v1 34512
40.493646999999996 v1 34608
48.23094 v1 34752
40.423466 v1 34836
32.684811 v1 35904
33.816089000000005 v1 35976
45.14944500000001 v1 36132
37.962291 v1 36168
34.25000000009923 v1 40164
38.250000000100144 v1 40764
48.12500000010239 v1 40824
37.20000000009947 v1 46368
38.575000000099784 v1 46572
39.61759000000001 v1 48960
39.800000000100056 v1 49104
45.47126699999999 v1 51276
31.325000000098754 v1 52560
47.97500000010235 v1 52560
33.550000000099075 v1 52956
41.275000000100825 v1 52956
49.40000000010267 v1 52956
34.27500000009923 v1 53088
44.05000000010145 v1 53088
40.40000000010063 v1 53208
34.65000000009932 v1 53244
43.22500000010127 v1 53244
36.27500000009969 v1 53436
41.800000000100944 v1 54012
40.975000000100756 v1 54528
41.12500000010079 v1 54708
48.23094 v1 56064
50.170617 v1 372
50.000000000102816 v1 12156
54.97500000010394 v1 12156
59.950000000105064 v1 12156
64.9250000001062 v1 12156
69.90000000010733 v1 12156
74.87500000010846 v1 12156
54.8000000001039 v1 13392
59.77500000010503 v1 13392
64.75000000010616 v1 13392
69.72500000010729 v1 13392
74.70000000010842 v1 13392
54.775000000103894 v1 14064
59.750000000105025 v1 14064
64.72500000010615 v1 14064
69.70000000010728 v1 14064
74.6750000001084 v1 14064
70.80000000010753 v1 16920
54.90000000010392 v1 17004
72.37500000010789 v1 17004
50.45000000010291 v1 21864
58.67500000010478 v1 28200
62.876523999999996 v1 29328
56.37877 v1 29376
50.170617 v1 29388
64.685885 v1 29508
57.47446800000001 v1 29892
65.267176 v1 30000
57.72500000010457 v1 30216
73.15000000010807 v1 30216
71.20000000010762 v1 30240
72.22500000010784 v1 30252
63.05000000010578 v1 30276
71.87500000010779 v1 30300
69.22500000010717 v1 30324
69.00000000010712 v1 30336
67.52500000010679 v1 30972
72.40304200000001 v1 31416
72.10397400000002 v1 32196
69.92632900000001 v1 33420
71.861644 v1 33504
65.692737 v1 34056
54.58635 v1 34500
63.11390400000001 v1 34668
69.67110799999999 v1 35124
58.634716 v1 35352
57.47446800000001 v1 40020
71.82500000010776 v1 40152
53.650000000103645 v1 40164
52.175000000103296 v1 40200
50.275000000102864 v1 40764
67.62500000010681 v1 40800
58.65000000010434 v1 42528
59.07500000010444 v1 42660
60.57500000010478 v1 44832
63.25000000010539 v1 46572
60.10000000010511 v1 52560
55.17500000010399 v1 52956
64.12500000010601 v1 52956
73.77500000010821 v1 52956
54.32500000010379 v1 53088
64.80000000010617 v1 53088
74.52500000010838 v1 53088
58.50000000010474 v1 53916
53.17500000010353 v1 55044
71.861644 v1 55644
94.197439 v1 3360
84.95000000011075 v1 11988
79.8500000001096 v1 12156
84.82500000011072 v1 12156
89.80000000011185 v1 12156
94.775000000113 v1 12156
99.75000000011411 v1 12156
89.85000000011186 v1 13044
79.67500000010955 v1 13392
84.65000000011068 v1 13392
89.62500000011181 v1 13392
94.60000000011293 v1 13392
99.57500000011407 v1 13392
88.30000000011152 v1 13572
79.65000000010954 v1 14064
84.62500000011067 v1 14064
89.60000000011179 v1 14064
94.57500000011294 v1 14064
99.55000000011408 v1 14064
80.7500000001098 v1 14856
95.00000000011305 v1 16932
86.67500000011114 v1 16956
75.0500000001085 v1 18816
85.1750000001108 v1 18816
90.07500000011193 v1 21840
95.00000000011305 v1 21840
96.315159 v1 23076
98.40000000011379 v1 24624
96.97500000011348 v1 28716
79.005037 v1 29388
99.067463 v1 29388
93.765216 v1 29424
76.914316 v1 29436
99.905193 v1 29472
90.14875 v1 29508
91.430876 v1 29604
83.94196099999999 v1 29628
87.349175 v1 29700
99.067463 v1 29712
90.272941 v1 29748
97.130766 v1 29928
95.30731999999999 v1 29952
91.430876 v1 30000
76.867972 v1 30012
86.20000000011103 v1 30180
85.50000000011087 v1 30216
97.80000000011368 v1 30216
92.42500000011243 v1 30276
88.2500000001115 v1 30324
83.10000000011033 v1 30960
88.15000000011149 v1 30972
95.298517 v1 31092
93.098714 v1 31452
95.323367 v1 31764
94.598714 v1 31836
95.762097 v1 31956
97.130766 v1 31980
97.130766 v1 31992
99.905193 v1 32040
95.323367 v1 32256
85.745721 v1 32700
96.315159 v1 32760
93.739799 v1 33348
97.815159 v1 33456
90.14875 v1 33816
93.765216 v1 33960
90.14875 v1 34116
93.739799 v1 34428
95.126088 v1 34608
87.036213 v1 34668
83.091927 v1 34776
88.445531 v1 34860
87.349175 v1 35148
91.794498 v1 35568
93.243689 v1 35712
84.313458 v1 35988
93.765216 v1 36216
76.0000000001087 v1 36504
77.52500000010906 v1 36528
99.35000000011402 v1 36984
96.40000000011335 v1 39252
91.89465 v1 39600
83.94196099999999 v1 39780
90.294498 v1 39864
91.472941 v1 39888
93.15000000011258 v1 40152
97.4750000001136 v1 40164
96.37500000011336 v1 40200
84.50000000011066 v1 40764
83.55000000011043 v1 40824
95.198173 v1 42108
76.75000000010846 v1 42660
99.30000000011358 v1 42660
96.191076 v1 42840
90.578248 v1 43680
78.62500000010887 v1 46368
87.30000000011086 v1 46572
95.198173 v1 48600
94.998714 v1 49524
80.79883000000002 v1 51048
94.0000000001128 v1 52560
83.77500000011048 v1 52956
93.75000000011276 v1 52956
85.1500000001108 v1 53088
96.37500000011336 v1 53088
97.77500000011366 v1 53916
96.300111 v1 55380
78.638435 v1 55788
79.005037 v1 55800
96.198714 v1 56088
76.318638 v1 56100
19.225000000099442 v1 12937
0.20000000010000005 v1 13057
5.17500000010004 v1 13057
10.175000000099956 v1 13057
15.17500000009967 v1 13057
20.175000000099388 v1 13057
0.3750000001000002 v1 14041
10.250000000099954 v1 14041
21.351486 v1 39949
9.850000000099977 v1 53161
20.600000000099364 v1 53161
26.622418 v1 301
37.425000000099956 v1 12937
25.175000000099107 v1 13057
30.15000000009882 v1 13057
35.10000000009942 v1 13057
40.050000000100546 v1 13057
45.02500000010168 v1 13057
35.125000000099426 v1 14041
28.550000000098912 v1 16225
48.95000000010257 v1 16225
28.92500000009889 v1 16897
25.525000000099087 v1 18913
35.500000000099504 v1 18913
37.850000000100046 v1 21277
40.25000000010059 v1 21469
30.32500000009881 v1 25009
35.125000000099426 v1 25189
31.725000000098728 v1 28501
30.025000000098828 v1 28765
30.40000000009881 v1 28837
48.67500000010251 v1 28945
35.60000000009953 v1 28981
32.684811 v1 29485
32.214756 v1 29497
31.495331 v1 29809
42.795898 v1 29953
37.916722 v1 30073
28.449304 v1 30145
40.573875 v1 30145
42.87500000010119 v1 30181
40.80000000010072 v1 30289
25.75000000009907 v1 30877
25.95000000009906 v1 30901
41.92500000010097 v1 30961
31.204816 v1 31357
39.690326000000006 v1 33397
43.57126699999999 v1 33577
36.525486 v1 33745
38.503809 v1 33841
37.15059400000001 v1 34633
39.80700300000001 v1 34897
40.99035600000001 v1 34945
41.08917700000001 v1 35185
35.27500000009946 v1 36253
37.17500000009989 v1 39265
41.050000000100496 v1 39949
47.37500000010221 v1 40153
39.72500000010047 v1 40165
44.77500000010161 v1 40177
45.900000000101436 v1 43561
45.900000000101436 v1 44281
41.49032600000001 v1 47509
36.77500000009937 v1 49441
39.61759000000001 v1 49861
45.47126699999999 v1 51841
47.02500000010213 v1 52621
43.12500000010125 v1 52849
44.07500000010146 v1 52981
44.7000000001016 v1 53005
33.00000000009894 v1 53161
45.575000000101795 v1 53161
33.100000000098966 v1 53305
39.300000000100376 v1 53305
49.025000000102594 v1 53305
39.32500000010038 v1 53377
41.35000000010084 v1 54565
42.30000000010106 v1 54661
48.23094 v1 56017
48.500000000102474 v1 56365
54.45000000010382 v1 12493
62.650000000105685 v1 12613
50.025000000102814 v1 13057
55.02500000010395 v1 13057
60.000000000105075 v1 13057
64.9500000001062 v1 13057
69.92500000010733 v1 13057
74.90000000010845 v1 13057
73.42500000010813 v1 13909
72.97500000010803 v1 16945
52.82500000010346 v1 25009
74.92500000010847 v1 25009
64.12500000010601 v1 25189
61.425000000105406 v1 28921
61.92500000010553 v1 28981
61.96676400000001 v1 29341
50.170617 v1 29425
67.046586 v1 29593
71.768908 v1 29749
68.727724 v1 29929
56.99739200000001 v1 30037
53.10000000010351 v1 30181
73.77500000010821 v1 30877
50.52500000010293 v1 30925
59.275000000104924 v1 30961
63.43673800000001 v1 31537
73.39116600000001 v1 32485
74.343834 v1 32497
53.305184999999994 v1 32785
52.22303 v1 33001
61.190081000000006 v1 33085
72.00739100000001 v1 33337
71.55644699999999 v1 33913
61.41586700000001 v1 34957
67.18835600000001 v1 34981
62.876523999999996 v1 35653
50.15000000010284 v1 36721
73.906586 v1 39625
65.879437 v1 39709
72.00739100000001 v1 40081
58.425000000104724 v1 40153
55.350000000104025 v1 40201
58.250000000104684 v1 40213
60.57500000010478 v1 43909
64.02500000010599 v1 53161
62.80000000010571 v1 53305
51.775000000103205 v1 54817
74.37500000010834 v1 54817
53.87500000010368 v1 54841
70.705269 v1 55789
95.126088 v1 505
96.509644 v1 8185
90.400000000112 v1 12937
79.8750000001096 v1 13057
84.85000000011073 v1 13057
89.82500000011187 v1 13057
94.80000000011299 v1 13057
99.77500000011412 v1 13057
86.85000000011118 v1 13705
94.87500000011299 v1 14041
90.14875 v1 22309
94.291076 v1 25669
98.126412 v1 27841
93.37500000011265 v1 28309
97.40000000011358 v1 28921
87.80000000011141 v1 28945
91.82500000011231 v1 28981
91.125208 v1 29317
95.778854 v1 29341
93.434228 v1 29377
76.914316 v1 29617
78.08953699999999 v1 29653
93.82405899999999 v1 29665
86.568113 v1 29677
76.914316 v1 29713
78.30792 v1 29761
87.29215500000002 v1 29809
84.36853 v1 29977
86.993597 v1 30025
90.294498 v1 30049
95.451246 v1 30073
88.418188 v1 30145
99.684517 v1 30145
80.47500000010973 v1 30181
93.87500000011278 v1 30181
91.75000000011231 v1 30301
80.90000000010983 v1 30961
96.315159 v1 31081
93.29817299999999 v1 31105
93.728333 v1 31369
