timestamps population node_ids
0.1250000000999999 net 0
85.1500000001108 net 0
80.15000000010966 net 0
75.15000000010852 net 0
70.15000000010738 net 0
65.15000000010625 net 0
60.15000000010512 net 0
55.15000000010398 net 0
50.15000000010284 net 0
45.150000000101706 net 0
40.15000000010057 net 0
35.15000000009943 net 0
30.15000000009882 net 0
25.150000000099105 net 0
20.15000000009939 net 0
15.150000000099674 net 0
10.12500000009996 net 0
5.125000000100039 net 0
90.15000000011192 net 0
95.15000000011308 net 0
