node_type_id model_type pop_name model_processing morphology dynamics_params model_template
100 biophysical e23Cux2 aibs_perisomatic Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc 487661754_fit.json ctdb:Biophys1.hoc
