electrode pos_x pos_y pos_z
0 -9. 300. 16.
1 45. 300. 16.
2  -9. 170. 16.
3  45. 170. 16.
4  0 0 0
5  0 0 0
6  0 0 0
7  0 0 0
8  0 0 0
