node_type_id model_processing pop_name dynamics_params morphology model_template model_type
100 aibs_perisomatic e23Cux2 487661754_fit.json Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc ctdb:Biophys1.hoc biophysical
