time	amplitude
0.0	-0.0
1.0	-0.10049875208073177
2.0	-0.10099501662508319
3.0	-0.10148880603969372
4.0	-0.10198013266932447
5.0	-0.10246900879716674
6.0	-0.10295544664514918
7.0	-0.10343945837424334
8.0	-0.0
8.0	0.0
9.0	0.10049875208073177
10.0	0.10099501662508319
11.0	0.10148880603969372
12.0	0.10198013266932447
13.0	0.10246900879716674
14.0	0.10295544664514918
15.0	0.10343945837424334
16.0	0.0
184.0	-0.0
185.0	-0.10049875208073177
186.0	-0.10099501662508319
187.0	-0.10148880603969372
188.0	-0.10198013266932447
189.0	-0.10246900879716674
190.0	-0.10295544664514918
191.0	-0.10343945837424334
192.0	-0.0
192.0	0.0
193.0	0.10049875208073177
194.0	0.10099501662508319
195.0	0.10148880603969372
196.0	0.10198013266932447
197.0	0.10246900879716674
198.0	0.10295544664514918
199.0	0.10343945837424334
200.0	0.0
368.0	-0.0
369.0	-0.10049875208073177
370.0	-0.10099501662508319
371.0	-0.10148880603969372
372.0	-0.10198013266932447
373.0	-0.10246900879716674
374.0	-0.10295544664514918
375.0	-0.10343945837424334
376.0	-0.0
376.0	0.0
377.0	0.10049875208073177
378.0	0.10099501662508319
379.0	0.10148880603969372
380.0	0.10198013266932447
381.0	0.10246900879716674
382.0	0.10295544664514918
383.0	0.10343945837424334
384.0	0.0
552.0	-0.0
553.0	-0.10049875208073177
554.0	-0.10099501662508319
555.0	-0.10148880603969372
556.0	-0.10198013266932447
557.0	-0.10246900879716674
558.0	-0.10295544664514918
559.0	-0.10343945837424334
560.0	-0.0
560.0	0.0
561.0	0.10049875208073177
562.0	0.10099501662508319
563.0	0.10148880603969372
564.0	0.10198013266932447
565.0	0.10246900879716674
566.0	0.10295544664514918
567.0	0.10343945837424334
568.0	0.0
736.0	-0.0
737.0	-0.10049875208073177
738.0	-0.10099501662508319
739.0	-0.10148880603969372
740.0	-0.10198013266932447
741.0	-0.10246900879716674
742.0	-0.10295544664514918
743.0	-0.10343945837424334
744.0	-0.0
744.0	0.0
745.0	0.10049875208073177
746.0	0.10099501662508319
747.0	0.10148880603969372
748.0	0.10198013266932447
749.0	0.10246900879716674
750.0	0.10295544664514918
751.0	0.10343945837424334
752.0	0.0
920.0	-0.0
921.0	-0.10049875208073177
922.0	-0.10099501662508319
923.0	-0.10148880603969372
924.0	-0.10198013266932447
925.0	-0.10246900879716674
926.0	-0.10295544664514918
927.0	-0.10343945837424334
928.0	-0.0
928.0	0.0
929.0	0.10049875208073177
930.0	0.10099501662508319
931.0	0.10148880603969372
932.0	0.10198013266932447
933.0	0.10246900879716674
934.0	0.10295544664514918
935.0	0.10343945837424334
936.0	0.0
1104.0	-0.0
1105.0	-0.10049875208073177
1106.0	-0.10099501662508319
1107.0	-0.10148880603969372
1108.0	-0.10198013266932447
1109.0	-0.10246900879716674
1110.0	-0.10295544664514918
1111.0	-0.10343945837424334
1112.0	-0.0
1112.0	0.0
1113.0	0.10049875208073177
1114.0	0.10099501662508319
1115.0	0.10148880603969372
1116.0	0.10198013266932447
1117.0	0.10246900879716674
1118.0	0.10295544664514918
1119.0	0.10343945837424334
1120.0	0.0
1288.0	-0.0
1289.0	-0.10049875208073177
1290.0	-0.10099501662508319
1291.0	-0.10148880603969372
1292.0	-0.10198013266932447
1293.0	-0.10246900879716674
1294.0	-0.10295544664514918
1295.0	-0.10343945837424334
1296.0	-0.0
1296.0	0.0
1297.0	0.10049875208073177
1298.0	0.10099501662508319
1299.0	0.10148880603969372
1300.0	0.10198013266932447
1301.0	0.10246900879716674
1302.0	0.10295544664514918
1303.0	0.10343945837424334
1304.0	0.0
1472.0	-0.0
1473.0	-0.10049875208073177
1474.0	-0.10099501662508319
1475.0	-0.10148880603969372
1476.0	-0.10198013266932447
1477.0	-0.10246900879716674
1478.0	-0.10295544664514918
1479.0	-0.10343945837424334
1480.0	-0.0
1480.0	0.0
1481.0	0.10049875208073177
1482.0	0.10099501662508319
1483.0	0.10148880603969372
1484.0	0.10198013266932447
1485.0	0.10246900879716674
1486.0	0.10295544664514918
1487.0	0.10343945837424334
1488.0	0.0
1656.0	-0.0
1657.0	-0.10049875208073177
1658.0	-0.10099501662508319
1659.0	-0.10148880603969372
1660.0	-0.10198013266932447
1661.0	-0.10246900879716674
1662.0	-0.10295544664514918
1663.0	-0.10343945837424334
1664.0	-0.0
1664.0	0.0
1665.0	0.10049875208073177
1666.0	0.10099501662508319
1667.0	0.10148880603969372
1668.0	0.10198013266932447
1669.0	0.10246900879716674
1670.0	0.10295544664514918
1671.0	0.10343945837424334
1672.0	0.0
