node_type_id morphology model_type model_template model_processing pop_name dynamics_params
100 Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc biophysical ctdb:Biophys1.hoc aibs_perisomatic e23Cux2 487661754_fit.json
