node_type_id model_processing model_template model_type morphology pop_name dynamics_params
100 aibs_perisomatic ctdb:Biophys1.hoc biophysical Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc e23Cux2 487661754_fit.json
