node_type_id dynamics_params model_template model_processing pop_name model_type morphology
100 487661754_fit.json ctdb:Biophys1.hoc aibs_perisomatic e23Cux2 biophysical Cux2-CreERT2_Ai14-211772.05.02.01_496085150_m.swc
