edge_type_id target_query source_query distance_range target_sections dynamics_params delay syn_weight model_template
100 pop_name=='Scnn1a' pop_name=='Scnn1a' "[5.0, 50.0]" "['basal', 'apical', 'soma']" AMPA_ExcToExc.json 2.0 0.0002 exp2syn
